id,example_order,example_nl
newspapers_000407,1,Hij droomt van mooi gedekte tafels vol met de lekkerste hapjes en drankjes.
newspapers_000408,1,Twee mensen reageerden op de oproep om hem op te volgen.
newspapers_000409,1,Die uitspraak ontlokte een storm van protest bij zowel regering als oppositie.
newspapers_000410,1,Er is een extreem tekort aan tolken.
newspapers_000411,1,Elke week is een beroemde Nederiander of Vlaming te gast in het programma.
newspapers_000412,1,Bij balverlies moesten ze direct omschakelen om als pure middenvelders mee te verdedigen.
newspapers_000413,1,Hij wekte haar bijtijds zodat ze op tijd konden vertrekken.
newspapers_000414,1,Naar verwachting zal de economie volgend jaar goed presteren.
newspapers_000415,1,De autoriteiten zeiden wel dat de situatie iets is verbeterd.
newspapers_000416,1,Na vijf jaar zal de u niversiteit de onderzoeker een vaste baan bezorgen.
newspapers_000417,1,"Aanvankelijk voelde ze zich onthecht, maar stilaan groeide haar genegenheid."
newspapers_000418,1,"De eigenaar had zijn auto op een parking achtergelaten, maar zag de parkeerautomaat over het hoofd."
newspapers_000419,1,Hij zei dat iedereen die zich niet houdt aan de wapenstilstand wordt gearresteerd en opgesloten.
newspapers_000420,1,lk ging bij de hoofdingang de trappen op naar de hoogste verdieping.
newspapers_000421,1,De buit bestaat uit een schilderij van Claude Monet dat 100 miljoen dollar waard is.
newspapers_000422,1,Het doel is de aanvallers uit te schakelen om te voorkomen dat zij nogmaals schieten.
newspapers_000423,1,Het is een toernooi waarin de spelers niet tot de wereldtop hoeven te behoren om toch te kunnen scoren.
newspapers_000424,1,Ze trokken een berg op waar militairen’s nachts hun bivak hadden opgeslagen.
newspapers_000425,1,De vrachtwagen verloor een aanzienlijk deel van zijn lading stenen.
newspapers_000426,1,Om onduidelijke reden kwam de ziekenwagen pas na twee uur.
newspapers_000427,1,België neemt het voorzitterschap van de EU over
newspapers_000428,1,Ze verheugt zich op haar toekomstig bezoek.
newspapers_000429,1,Voor de leerlingen betekent dit uitstel van zeer nodige verbeteringen.
newspapers_000430,1,De weg is bestemd voor fietsers en voetgangers.
newspapers_000431,1,Hij was geen deftige boef en evenmin een gek.
newspapers_000432,1,Een tip aan alle patatbakkers: leidt uw personeel goed op.
newspapers_000433,1,De kinderen in onze basisschool maken toetsen.
newspapers_000434,1,Het voorwerp dateert uit de Vikingperiode omstreeks het jaar 1000.
newspapers_000435,1,"Pas in mei, als het voorjaar echt is aangebroken, keert hij terug."
newspapers_000436,1,Het kan toch niet zo zijn dat Europa voor zijn defensie van het buitenland afhankelijk blijft.
newspapers_000437,1,Het is een degelijke firma en ook sociaal voelend.
newspapers_000438,1,Het bedrijf betaalt de aankoop met contant geld en aandelen.
newspapers_000439,1,"Christenen, moslims, joden en boeddhisten deden afgelopen zaterdag mee aan de bijeenkomst."
newspapers_000440,1,Het is een misvatting dat iedere zanger ook componist en tekstdichter is van het door hem vertolkte lied.
newspapers_000441,1,Hij ontving van de distributiefirma consequent 250 sets folders.
newspapers_000442,1,We eten witte asperges van Limburgse zandgrond.
newspapers_000443,1,Kamerleden behoren hun kiezers te vertegenwoordigen in het parlement.
newspapers_000444,1,Een trainer moet bij een elftal passen.
newspapers_000445,1,De minister heeft hiervoor geld beschikbaar gesteld.
newspapers_000446,1,De toekomst belooft een nog veel grotere uitdaging te worden.
newspapers_000447,1,"Ik kan er een drama van maken, maar het is gewoon gebeurd."
newspapers_000448,1,Zou het lukken om voor het einde van dit jaar met een originele bijdrage te komen?
newspapers_000449,1,Vandalen hebben personenauto’s beschadigd.
newspapers_000450,1,Hij was volgens de jury de beste acteur die tijdens het festival optrad.
newspapers_000451,1,Vorig jaar ben ik eerst geopereerd aan mijn linkerpols.
newspapers_000452,1,Het land verkeert in een economische crisis.
newspapers_000453,1,Sport is zijn favoriete hobby.
newspapers_000454,1,Hij werd geboren in een muzikale familie.
newspapers_000455,1,De tweede helft leverde spectaculaire acties op.
newspapers_000456,1,Niet alleen sportlieden zoeken in hun jacht naar records nieuwe grenzen op.
newspapers_000457,1,"Een hoge score in de ene test, betekent niet vanzelf een hoog IQ volgens een concurrerende toetsing."
newspapers_000458,1,"De vrouw vertelde dat dit zulke aardige, bescheiden mensen waren."
newspapers_000459,1,Het gemeentebestuur gaat de op-en aanmerkingen bekijken.
newspapers_000460,1,"Hij verschijnt op 3 december voor de rechter, tenzij voordien een schikking wordt getroffen."
newspapers_000461,1,We zien een toename van het aantal islamitische scholen.
newspapers_000462,1,Lille heeft een fraai centrum met mooie pleinen en huizen met een prachtige architectuur.
newspapers_000463,1,NAC sluit het succesvolle voetbalseizoen op 18 mei in het eigen stadion af.
newspapers_000464,1,De bibliotheek heeft uit haar collectie een aantal boeken geselecteerd.
newspapers_000465,1,Hij was twee jaar bondscoach van Oranje.
newspapers_000466,1,Wie de route systematisch wil afwerken kan het beste een catalogus kopen.
newspapers_000467,1,De acteur zal zich voor de politierechtbank moeten verantwoorden omdat hij een ademtest weigerde.
newspapers_000468,1,Enkele beslissingen van de scheidsrechter braken ons in de slotfase zuur op.
newspapers_000469,1,Hij mikte de bal in de 83ste minuut vanaf elf meter op de lat.
newspapers_000470,1,Toch zit de vorig jaar aangetreden topman niet in zak en as.
newspapers_000471,1,De gletsjers in Noorwegen zijn in de afgelopen decennia aangegroeid.
newspapers_000472,1,Hij werd veroordeeld tot vijf jaar gevangenisstraf.
newspapers_000473,1,Club Brugge is ook na de achtste speeldag koploper in de hoogste klasse in België.
newspapers_000474,1,De Nederlandse dramaserie is vanaf vandaag weer terug met een nieuwe serie afleveringen.
newspapers_000475,1,In een democratie heeft een ieder het recht op een eigen mening.
newspapers_000476,1,"Als ze ja zouden zeggen, zouden ze daarmee hun imago een flinke duw in de goede richting geven."
newspapers_000477,1,De jongeman ging onverstoorbaar verder.
newspapers_000478,1,De andere Fin maakte een indrukwekkend debuut.
newspapers_000479,1,Het zijn de grote bedrijven die door overnames en fusies in de jaren negentig zijn ontstaan.
newspapers_000480,1,De afgelopen twee jaar is bij mij twee keer in huis ingebroken.
newspapers_000481,1,Het onweer werd als vrij heftig omschreven.
newspapers_000482,1,Deelname aan het plan zou kunnen helpen om sneller te voldoen aan de lidmaatschapseisen.
newspapers_000483,1,De slachtoffers zijn uitermate tevreden over de westerse hulp.
newspapers_000484,1,De provincies hebben drie jaar voor het behoud van tenminste een deel van de subsidies gelobbyd.
newspapers_000485,1,De kloof loopt eerst 62 meter schuin omlaag en duikt dan ruim 500 meter verticaal de diepte in.
newspapers_000486,1,De Chinese economie groeide voor het eerst meer op eigen kracht dan door investeringen van de overheid.
newspapers_000487,1,Het vermengen van twee oude liedjes om één nieuwe te creëren is een nieuwe trend in de popmuziek.
newspapers_000488,1,Een eeuw later specialiseerde het bedrijf zich in koffie en thee.
newspapers_000489,1,Het bloed wordt getest op virussen.
newspapers_000490,1,Een rechter veroordeelde haar vorige maand tot 48 aaneengesloten uren celstraf
newspapers_000491,1,Veel van de milieuproblemen zijn geconcentreerd in stedelijke gebieden.
newspapers_000492,1,Ook bieden wettelijke regel ingen en een particulier fonds soms financiële steun.
newspapers_000493,1,Ze hebben een eigen budget om aanvullend onderzoek te laten doen.
newspapers_000494,1,Welk scenario is volgens u het meest realistisch?
newspapers_000495,1,Een anonieme geldschieter heeft zich garant gesteld voor het resterende deel van het tekort.
newspapers_000496,1,Ze krijgen meer invloed op de benoeming en het ontslag van bestuurders en commissarissen.
newspapers_000497,1,Bij de junioren zijn mijn zeges gemakkelijk op twee handen te tellen.
newspapers_000498,1,Bij na twee derde van de beleggers zegt geen behoefte te hebben aan meer kennis.
newspapers_000499,1,Hij besloot een paar dagen na aankomst zijn ontslag in te dienen.
newspapers_000500,1,Het slachtoffer greep uiteindelijk zelf een mes en stak de indringer neer.
newspapers_000501,1,Het collectieve feest na zijn treffer kwam de gedreven spits toe.
newspapers_000502,1,Ik heb mijn mobiele telefoon altijd bij me.
newspapers_000503,1,Kiezers hebben er recht op te weten wie hun vertegenwoordigers zullen zijn.
newspapers_000504,1,De verse coalitie is nu twee maanden aan het bewind.
newspapers_000505,1,Hotel en bar zijn alleen toegankelijk voor 18 jaar en ouder.
newspapers_000506,1,In oktober betaalden we voor deze schijfjes respectievelijk negen en twaalf euro.
newspapers_000507,1,Europa streeft een verdere liberalisering van de wereldmarkt na.
newspapers_000508,1,Hij geeft aan dat zijn doel is wereldkampioen worden.
newspapers_000509,1,Jongeren downloaden digitale bestanden met muziek.
newspapers_000510,1,Onderzoek heeft aangetoond dat dit technisch heel goed mogelijk is.
newspapers_000511,1,Het is nuttig om inzicht te krijgen in de wetenschappelijke kwaliteit van het instituut.
newspapers_000512,1,De recherche concludeert dat de dieven een vrachtwagen hebben gebruikt om de buit af te voeren.
newspapers_000513,1,De maatschappij moet 15 miljoen euro terugbetalen aan de Waalse overheid.
newspapers_000514,1,We hebben veel kwaliteit ingeleverd en ook mentale weerbaarheid.
newspapers_000515,1,"De Leuvense brouwers van Stella, Leffe en Hoegaarden zijn boos."
newspapers_000516,1,De kunstacademies mogen extra mensen aanwerven om de administratieve taken uit te voeren.
newspapers_000517,1,De werkzaamheden worden in het najaar uitgevoerd.
newspapers_000518,1,De radiospot heeft een gouden award gewonnen voor de beste Belgische reclame in de catégorie ‘cinema’.
newspapers_000519,1,Een cruciale rol in die campagne was immers weggelegd voor de woordvoerder.
newspapers_000520,1,"In het eerste kwartaal reed 83,3 procent van de treinen op tijd."
newspapers_000521,1,De rechtbank in Washington heeft de journalist gelast te getuigen in deze zaak.
newspapers_000521,2,De koorwerken getuigen allemaal van zijn enorme compositorische vaardigheden.
newspapers_000522,1,Hij is directeur van een fonds dat kunstbladen subsidieert.
newspapers_000523,1,Een advocaat moet de belangen van zijn cliënt optimaal dienen.
newspapers_000524,1,De inkomsten uit reclame zijn begroot op 16 miljoen euro.
newspapers_000525,1,Als vrijwilliger kon ik aan de slag op een onderzoek naar zeealgen.
newspapers_000526,1,Het is belangrijk om als opdrachtgever bekwame vakmensen in dienst te hebben om een juiste begroting te maken.
newspapers_000527,1,"Het kanaal gaat 24 uur per dag, zeven dagen per week uitzenden."
newspapers_000528,1,Hij maakte bij zijn invalbeurt geen fitte indruk.
newspapers_000529,1,Het huisreglement verbood het dragen van religieuze hoofddeksels.
newspapers_000530,1,Omstreeks half tien hadden meer dan tweehonderd mensen gebeld.
newspapers_000531,1,Hij is naast raadslid ook uitbater van een Til burgs café.
newspapers_000532,1,Ze verbouwen producten die alleen voor de binnenlandse markt zijn bestemd.
newspapers_000533,1,Bijna iedere artiest heeft wel wat tijd nodig om bij een liveoptreden warm te draaien.
newspapers_000534,1,Ik heb niet het gevoel dat ik een zekere baan inruil voor een onzekere toekomst.
newspapers_000535,1,Dit is een term die al jaren niet meer wordt gehanteerd.
newspapers_000536,1,Boze beleggers claimen nu een schadevergoeding bij het bedrijf.
newspapers_000537,1,"De strook is afgesloten, alleen onder toezicht mogen de buurtbewoners erin."
newspapers_000538,1,"Het lokaal waarin hij een college volgde, lag naast het hotel."
newspapers_000539,1,Mijn scepsis werd grotendeels gelogenstraft.
newspapers_000540,1,Een brief per week volstond om aan de sollicitatieplicht te voldoen.
newspapers_000541,1,Zouden gemeenteraadsleden nooit door het park fietsen?
newspapers_000542,1,Ze neemt het idee over en gaat er zelf mee aan de haal.
newspapers_000543,1,Voorts is het mogelijk beter gebruik te maken van de mogelijkheden.
newspapers_000544,1,Agenten forceerden de deur langs de straatkant om binnen te geraken.
newspapers_000545,1,Op de optiemarkt was het hectischer dan ooit voor handelaren.
newspapers_000546,1,Niettemin groeit Nederland per jaar met circa honderdduizend inwoners.
newspapers_000546,2,Rooster de venkel ca. 8 minuten in porties tot ze goudbruine strepen hebben.
newspapers_000547,1,We kennen hem als iemand met een uitstekend netwerk.
newspapers_000548,1,Ze sloeg met een steen de glazen deur kapot en kon het meisje bevrijden.
newspapers_000549,1,Sport blijkt een goede manier om emoties een uitweg te bieden.
newspapers_000550,1,Gisteravond telde de luchthaven van Palma achtduizend wachtenden.
newspapers_000551,1,De waterrijke Bresse is het domein van het beroemde gevogelte.
newspapers_000552,1,"Hij heeft rugklachten, om die reden was zijn vertrek uitgesteld."
newspapers_000553,1,Er is een methode voorhanden om leerlingen meer te motiveren voor school.
newspapers_000554,1,Dit tafereel speelde zich af op vrijdagavond.
newspapers_000555,1,Ik nam op het bordes van het gemeentehuis het woord.
newspapers_000556,1,Producenten van parmaham en parmezaanse kaas hebben een rechtzaak aangespannen.
newspapers_000557,1,De ingreep wordt op de röntgenafdeling uitgevoerd onder plaatselijke verdoving.
newspapers_000557,2,Het concern bereidt nieuwe ingrepen voor bij zijn farmaceutische divisie.
newspapers_000558,1,De turnster mag ook haar vrije oefening aan jury en publiek tonen.
newspapers_000559,1,Wetenschappers hebben de tijd nodig om de werking van een medicijn goed te bestuderen.
newspapers_000560,1,Ze hebben aangegeven zelf de bouw van het clubgebouw indusief trainingshal voor hun verantwoordelijkheid te nemen.
newspapers_000561,1,Veel ouderen durven niet met het openbaar vervoer omdat ze bang zijn te vallen als de bus optrekt.
newspapers_000561,2,"De site werd in 1984 opgetrokken, maar vertoont sinds het begin mankementen."
newspapers_000562,1,Protesten van regiobewoners tegen de verplaatsing van de molen mochten niet baten.
newspapers_000563,1,De aanvoerder veroorzaakte zelf de fatale strafschop.
newspapers_000564,1,Ik ben niet teruggevallen tijdens de slotfase.
newspapers_000565,1,In China heeft hij een ontmoeting met enkele Aziatische collega’s.
newspapers_000566,1,Periodes van duisternis zijn een belangrijke factor bij de juiste ontwikkeling van het jonge oog.
newspapers_000567,1,Bijna twee weken geleden blesseerde ze op de training haar elleboog.
newspapers_000568,1,Het Antwerpse schepencollege heeft toestemming verleend om haar gebouwen te onderzoeken.
newspapers_000569,1,Twee jaar later kon het correctionele proces eindelijk beginnen.
newspapers_000570,1,Hij had een analyse gemaakt van het am btenare nappa raat.
newspapers_000571,1,Nu is Borussia Dortmund de grote favoriet voor het landskampioenschap.
newspapers_000572,1,De kwaliteit van hun producten kan niet concurreren met die van de Japanse fabrikanten.
newspapers_000573,1,De kosten worden (deels) vergoed.
newspapers_000574,1,Basilicata is het enige gewest in het zuiden zonder een eigen maffia.
newspapers_000575,1,Het bedrijf zou daar een grote vestiging wilien openen.
newspapers_000576,1,Overal in de stad hangen affiches voor het circus.
newspapers_000577,1,Analisten verwachten dat er een compromis zal worden gevonden.
newspapers_000578,1,Twee lichtgewonde Amerikanen konden direct na het ongeval worden gered.
newspapers_000579,1,Die daling is groter dan in voorgaande jaren.
newspapers_000580,1,Even later verschijnt een Iraakse vlag.
newspapers_000581,1,De zenders voor ratten waren veel te groot voor een muis.
newspapers_000581,2,Per 1 juni gaat hij weer bij die zender aan de slag.
newspapers_000582,1,Het was een flinke zoektocht om aan het juiste hout te komen.
newspapers_000583,1,Het stadhuis is toch de meest gewilde trouwlocatie.
newspapers_000584,1,Zijn kapitaal lijkt elk jaar te verdubbelen.
newspapers_000585,1,De deelgemeente beslist begin volgende week waar het centrum moet komen.
newspapers_000586,1,De liberate fractie liet gisteren nog eens weten de voorstellen te hand haven.
newspapers_000587,1,De studie concentreert zich op zogeheten antioxidanten.
newspapers_000588,1,Eind deze week hoopt hij de training te kunnen hervatten.
newspapers_000589,1,Het kabinet heeft besloten de wens van de prins te respecteren.
newspapers_000590,1,Soms gaat het om medicijnen met vergelijkbare werking en kwaliteit.
newspapers_000591,1,Lang leek de derby net zoals de eerste confrontatie van het seizoen op een gelijkspel uit te draaien.
newspapers_000592,1,Zelfs de meest efficiënte manier van natuurbeheer kan niet zonder de jacht.
newspapers_000593,1,De lezer weet wat hij kan verwachten en wordt niet teleurgesteld.
newspapers_000594,1,Het vraaggesprek wordt zondagavond uitgezonden.
newspapers_000595,1,Dankzij twee treffers van hemzelf liepen de wedstrijd en de weddenschap goed af.
newspapers_000596,1,Ik krijg gelukkig alle hulp en aanpassingen die ik nodig heb.
newspapers_000597,1,Er is een schatting gemaakt van de oliereserve.
newspapers_000597,2,Van de treinreizigers komt naar schatting een derde met de fiets naar het station.
newspapers_000598,1,Niet iedere ondernemer kan of wil meer zo diep in de buidel tasten.
newspapers_000599,1,De opmars van deze blonde babe lijkt niet te stuiten.
newspapers_000600,1,Hij moet de reputatie van de multinational oppoetsen.
newspapers_000601,1,"Het kwam neer op nog één rondje, een omloop van tien hindernissen."
newspapers_000602,1,In 1970 bracht hij een omstreden bezoek aan Zuid-Afrika.
newspapers_000603,1,De agent hoorde het vonnis gelaten aan.
newspapers_000604,1,Voor het herstel van de balkons heeft de aannemer gekozen voor een extra steunpunt in de constructie.
newspapers_000605,1,De inbrekers forceerden een raam van de woning.
newspapers_000606,1,Tevens is er aandacht voor specialisten in academische ziekenhuizen.
newspapers_000607,1,De club belandde in de kelder van de ranglijst door een dramatische eerste seizoenshelft.
newspapers_000608,1,Dat ministerie is nauw betrokken bij het verstrekken van vergunningen voor vuurwerk.
newspapers_000609,1,Vooral de kamers boven de ingang met vrij uitzicht op het marktplein voor de deur zijn aantrekkelijk.
newspapers_000610,1,Voor de ingewikkelde klus zijn experts uit alle hoeken van de wereld ingehuurd.
newspapers_000611,1,De stichting hoopt op deze manier leerlingen enthousiast te krijgen voor techniek.
newspapers_000612,1,Zij heeft een sponsor om eten en drinken te bekostigen.
newspapers_000613,1,De auto was eigendom van de moeder van een vriend.
newspapers_000614,1,Bijna niemand wilde riskeren dat zijn fiets in beslag werd genomen.
newspapers_000615,1,Het moederbedrijf stond onder toenemende druk van zijn aandeelhouders.
newspapers_000616,1,Het gerechtelijk onderzoek richt zich daarnaast steeds meer op de roi die de banken gespeeld hebben.
newspapers_000617,1,Steeds meer senioren hebben een pc gekocht en zijn het internet opgegaan.
newspapers_000618,1,De gemeente is niet van plan de straatnaam te wijzigen.
newspapers_000619,1,Toch lijkt de viering van 1 mei als vrije dag een uitstervend fenomeen.
newspapers_000620,1,Hij was onder president Jeltsin secretaris van de invloedrijke nationale veiligheidsraad.
newspapers_000621,1,Positief is dat de spelers vanaf de aftrap voor elkaar door het vuur gingen.
newspapers_000622,1,Daarna wordt het ter goedkeuring voorgelegd aan de rechters.
newspapers_000623,1,"In het gehele vorige jaar bleven de uitgaven beperkt tot 40,5 miljoen euro."
newspapers_000623,2,Dit tijdschrift is een uitgave van de stad die deze week uitgedeeld wordt aan alle zestigplussers.
newspapers_000624,1,Wegen met drempels hebben meer onderhoud nodig dan wegen zonder
newspapers_000625,1,De partijleider gaf aan dat hij nogmaals als premier wil aantreden.
newspapers_000626,1,In dat rustieke dorp worden ambitieuze toekomstplannen gesmeed.
newspapers_000627,1,Zelf ben ik ook een fervent voorstander van meer transparantie in de zorg.
newspapers_000628,1,De scholen bepalen zelf voor welke resultaten de docenten extra worden beloond.
newspapers_000629,1,Ze realiseerden direct de potentie van dit ontwerp.
newspapers_000630,1,De verandering van de plannen brengt wel vertraging met zich mee.
newspapers_000631,1,In het hedendaagse voetbal hebben bij na alle spelers een zaakwaarnemer.
newspapers_000632,1,De Israëlische politie heeft de omgeving afgezet.
newspapers_000633,1,De Rotterdamse club heeft een betalingsachterstand van enkele maanden.
newspapers_000634,1,Haar woordvoerster spreekt de geruchten tegen.
newspapers_000635,1,De Marokkaanse gemeenschap juicht het plan toe.
newspapers_000636,1,De wedstrijd is live op tv.
newspapers_000637,1,Er gaan minder mensen in de landbouw en industrie werken en meer in de dienstverlening en de zorg.
newspapers_000638,1,Hij is lid van een exclusieve club.
newspapers_000639,1,Innovatie en vernieuwing zijn gebonden aan streng geregelde procedures.
newspapers_000640,1,Voor de bediening volstaan twee knoppen op het dashboard of het stuur
newspapers_000641,1,Hij bewerkte de tekst zelf en speelt de hoofdrol weergaloos.
newspapers_000642,1,Ook de noodzaak tot integratie van nieuwkomers is onderwerp van gesprek.
newspapers_000643,1,De natuur beleef je vanop de rivier.
newspapers_000644,1,De groep ziet de tweede helft van dit jaar met vertrouwen tegemoet.
newspapers_000645,1,Opmerkelijk is wel dat een fusie bij de omroep wordt toegejuicht.
newspapers_000646,1,Als automobilist behoor je te anticiperen.
newspapers_000647,1,Bestuurlijke types domineren de nationale politiek.
newspapers_000648,1,De kurk knalt van de fies champagne.
newspapers_000649,1,Het valt zeer te bet re u re n dat balletdansen geen olympische sport is.
newspapers_000650,1,Het gelijkspel betekende het eerste puntenverlies voor beide clubs.
newspapers_000651,1,Haar vriendin heeft een druk gezin en een werkloze man.
newspapers_000652,1,Hij deed zijn werk in opdracht van het oude regime.
newspapers_000653,1,De teamleden moeten in het bezit zijn van een geldig rijbewijs.
newspapers_000654,1,Voor een tussentijdse transfer heeft de club geen geld.
newspapers_000655,1,De winkel is een soort toeristische attractie geworden.
newspapers_000656,1,Ik denk niet dat het hem gelukt is de beschuldigingen te ontzenuwen.
newspapers_000657,1,Honderden mensen in het gebied zijn geëvacueerd en veelal ondergebracht in sporthallen en scholen.
newspapers_000658,1,Ook 54 Afrikaanse landen stuurden een steunbetuiging.
newspapers_000659,1,De minister verweet hen van financiën geen verstand te hebben.
newspapers_000660,1,Hij heeft vrij radicale standpunten.
newspapers_000661,1,Op zijn werk krijg hij taart én promotie.
newspapers_000662,1,De documentaire is bedoeld voor leerlingen van middelbare scholen.
newspapers_000663,1,De meeste schrijvers hebben hun debuut als ze 37 zijn.
newspapers_000664,1,Ik weet dat ik mijn vader groot verdriet zou doen als ik niets zou bijdragen.
newspapers_000665,1,Hij is op weg naar een volgende klus.
newspapers_000666,1,Geen enkele andere Franstalige popartiest bleef er zo bescheiden onder.
newspapers_000667,1,De ontgoochelde coureur zag een fraaie carrière in de kiem gesmoord.
newspapers_000668,1,Deze kunstwerken zijn in elk geval heel knap gemaakt.
newspapers_000669,1,Nadeel is dat het poeder met name elektronische apparatuur kan beschadigen.
newspapers_000670,1,Ze wordt de eerste schepen van allochtone afkomst in Gent.
newspapers_000671,1,Ik kan kort zijn over het voorstel tot een verbod op televisiereclame voor politieke partijen.
newspapers_000672,1,Na een melding wordt actie ondernomen.
newspapers_000673,1,Werkgever en werknemer leggen vast op welke manier het personeelslid zich wil gaan ontwikkelen.
newspapers_000674,1,Hij is de lijsttrekker van de Christenllnie.
newspapers_000675,1,Wij zenden in dergelijke gevallen een overzicht van excursies en hotels.
newspapers_000676,1,Na toediening van antibiotica is een snel herstel te verwachten.
newspapers_000677,1,Thuis koester ik een poes: Fientje.
newspapers_000678,1,"Hij schilderde portretten, landschappen en voorstellingen uit de Noorse geschiedenis."
newspapers_000679,1,De vereniging organiseert maandelijks een kanotocht onder deskundige begeleiding.
newspapers_000680,1,Aanhoudende regen vernielde meer dan tweeduizend woningen.
newspapers_000681,1,Ik heb nu gezien hoe Nederland wordt bestuurd.
newspapers_000682,1,De NAVO moet een nieuwe strategie en een geschikte coalitie vormen.
newspapers_000683,1,De AEX perste er in het laatste halfuur zowaar nog een winstje uit.
newspapers_000684,1,Dat bedrijf maakt op een botte manier misbruik van zijn macht.
newspapers_000685,1,De overheid kan rekenen op meer betrokkenheid vanuit de samenleving.
newspapers_000686,1,Hij draagt in zijn portefeuille een vergeelde krantenfoto mee.
newspapers_000687,1,"Niet alleen haar typetjes als zangeres, maar ook haar kwaliteiten als actrice kwamen aan bod."
newspapers_000688,1,Dat is wat we de allochtonen in ons land zouden wilien besparen.
newspapers_000689,1,Het diertje wordt weer vrijgelaten.
newspapers_000690,1,"Niettemin hoop ik, dat het kabinet het hoofd koel zal houden."
newspapers_000691,1,Er is goed speurwerk voor nodig om de terroristen te pakken te krijgen.
newspapers_000692,1,Het terrorisme kan pas ophouden te bestaan als draagvlak en voedingsbodem worden weggenomen.
newspapers_000693,1,De gemeente is de overlast van duiven spuugzat.
newspapers_000694,1,De onderzoeksrechter in Nijvel heeft de echtgenote van de topman laten aanhouden.
newspapers_000695,1,De ASEAN-landen hebben recentelijk de eenheid van Indonesië bevestigd.
newspapers_000696,1,De mobiliteit loopt vast door te weinig rijstroken en te weinig treinen.
newspapers_000697,1,Zes dagen na de publicatie van het rapport treedt het kabinet af.
newspapers_000698,1,Het leek wel een scène uit een gangsterfilm.
newspapers_000699,1,Hij kwam met 6 liter diesel 100 kilometer ver.
newspapers_000700,1,Even later arriveert een man met strepen op zijn jas.
newspapers_000701,1,Ze zong het met overgave en met de ondersteuning van twee zangeressen.
newspapers_000702,1,Het is echter de vraag of dit een valide critérium is.
newspapers_000703,1,De boetes op overtredingen gaan omhoog.
newspapers_000704,1,De meeste mensen zijn in de loop van de evolutie meer rechtshandig dan linkshandig aangepast geraakt.
newspapers_000705,1,Iniichtingen zijn te verkrijgen via de internets ite.
newspapers_000706,1,Er waren hier voor hem goede vooruitzichten.
newspapers_000707,1,Voor het bedrijfsleven heeft mediation haar waarde ruimschoots bewezen.
newspapers_000708,1,De rechtszaak gaat op zijn vroegst over een jaar beginnen.
newspapers_000709,1,Hij dooft zijn sigaret vooraleer hij binnenstapt.
newspapers_000710,1,Eerder werd ook een minderjarige verdachte op vrije voeten gesteld.
newspapers_000711,1,Het vat is gevuld met een troebele vloeistof.
newspapers_000711,2,De recessie lijkt weinig vat te hebben op de tuinbouw.
newspapers_000712,1,Het afgelopen jaar hebben zeker 23 gemeenten geld verstrekt aan hun plaatselijke voetbaldub.
newspapers_000713,1,Nieuw onderzoek is nodig om de totale omvang van de fraude te kunnen vaststellen.
newspapers_000714,1,De penning wordt jaarlijks toegekend aan iemand die zich heeft ingezet voor de mensenrechten.
newspapers_000715,1,Deze dienst wil mensen aanzetten tot een alternatief vervoer.
newspapers_000716,1,Ik nam een aanloop en sprang op mijn fiets.
newspapers_000717,1,Dat bespaart haar 25 procent aan premie.
newspapers_000718,1,Op de tribunes werd gefeest en gezongen.
newspapers_000719,1,De publieke omroepen moeten hun programmagegevens vrijgeven.
newspapers_000720,1,De luchtvaartmaatschappij onderzoekt of het haalbaar is om passagiers internet aan te bieden tijdens de vlucht.
newspapers_000721,1,Op het succes volgde de onvermijdelijke gang naar Hollywood.
newspapers_000722,1,Het kabinet en de coalitiepartijen houden zich vooralsnog doof voor het protest.
newspapers_000723,1,Het ministerie zal met de grote gemeenten praten over oplossingen voor het probleem.
newspapers_000724,1,Bij elk optreden hangt de natie ademloos aan zijn lippen.
newspapers_000725,1,De eigenaar brengt’s ochtends vroeg vers brood en andere ingrediënten.
newspapers_000726,1,Er werden vier arrestaties verricht.
newspapers_000727,1,Een kudde olifanten houdt al enkele weken huis in het oostelijk deel van Sumatra.
newspapers_000728,1,Voor artistieke vrijheid was geen ruimte.
newspapers_000729,1,Zij ondervraagt de verantwoordelijke staatssecretaris.
newspapers_000730,1,Hij voerde toen belangrijke hervormingen door.
newspapers_000731,1,De financiële situatie van het eiland dwong hem om strenge fiscale maatregelen te nemen.
newspapers_000732,1,De twee scholieren hebben een meer dan gemiddelde interesse voor ruimtevaart en techniek.
newspapers_000733,1,Realistische voorstellen kunnen de leefbaarheid voor inwoners daadwerkelijk verbeteren.
newspapers_000734,1,Hij betreurt het erg dat het systeem regelmatig niet werkt.
newspapers_000735,1,Hij schoot de bal op de lat.
newspapers_000736,1,De kostprijs van de mobiele telefoon is losgekoppeld van het abonnement.
newspapers_000737,1,Het gearriveerde team werd net op tijd verwittigd dat het een grapje was.
newspapers_000738,1,De voetballers slenteren richting kleedkamer.
newspapers_000739,1,Humanitaire intervertie vormt een belangrijke component van het nieuwe concept.
newspapers_000740,1,Hij moet zijn rijbewijs voor 6 maanden inleveren.
newspapers_000740,2,Zij krijgt er meer geld bij dan ze moet inleveren.
newspapers_000741,1,Het aan het water gelegen terrein meet 34 hectare.
newspapers_000742,1,De onderneming waagde na een aanloop van twee jaar de stap.
newspapers_000743,1,Groot voordeel van de therapie is de afwezigheid van bijwerkingen.
newspapers_000744,1,Het nummer is 24 uur per dag bereikbaar om gestolen passen te blokkeren.
